,Product Code,Quality,Process T (C),Ambient T (C),T Difference Squared (C^2),Tool Lifespan (min),Tool Lifespan/Temp Increase^2 (min/C^2),Rotation Speed (rpm),Torque (Nm),Horsepower (HP),Machine Status
4915,Z,L,37.05,25.65,129.95999999999998,67.0,1.0,1401.0,45.3,12.084025133282559,0.0
4916,T,M,37.05,25.65,129.95999999999998,61.0,0.0,1549.0,42.5,12.53474866717441,0.0
4917,S,H,37.05,25.75,127.68999999999994,56.0,0.0,1380.0,44.0,11.561309977151561,0.0
4918,T,M,37.05,25.65,129.95999999999998,53.0,0.0,1506.0,50.7,14.538118811881187,0.0
4919,S,L,37.15,25.75,129.95999999999998,51.0,0.0,1504.0,41.0,11.741051028179742,0.0
4920,S,L,37.05,25.65,129.95999999999998,49.0,0.0,1641.0,31.1,9.717269611576544,0.0
4921,S,M,36.08609806203515,25.65,108.91214276041381,46.0,0.0,1632.4683020555908,34.1,10.599232501922248,0.0
4922,K,L,37.05,25.65,129.95999999999998,44.0,0.0,1558.0,37.6,11.153998476770754,0.0
4923,K,L,36.95,25.65,127.6900000000001,42.0,0.0,1637.0,31.8,9.911766945925361,0.0
4924,K,M,37.15,25.75,129.95999999999998,34.0,0.0,1595.0,33.1,10.052265803503428,0.0
4925,S,L,36.55,25.55,120.99999999999993,196.0,2.0,1364.784743047404,50.3,13.070958220731992,0.0
4926,Z,L,36.55,25.65,118.80999999999997,198.0,2.0,1502.0,46.7,13.355559786747907,0.0
4927,Z,M,36.55,25.55,120.99999999999993,200.0,2.0,1344.0,59.4,15.200609291698399,0.0
4928,K,M,36.65,25.55,123.20999999999995,136.0,1.0,1314.0,49.7,12.434463061690785,0.0
4929,Z,L,36.75,25.55,125.43999999999998,134.0,1.0,1496.0,37.7,10.73861386138614,0.0
4930,T,L,35.981738848872794,25.45,110.91752318085646,132.0,1.0,1548.0,44.5,13.116146230007615,0.0
4931,Z,L,36.55,25.45,123.20999999999995,130.0,1.0,1861.0,26.9,9.531778370144705,0.0
4932,T,M,36.55,25.45,123.20999999999995,127.0,1.0,1572.0,33.0,9.877380045696878,0.0
4933,Z,L,36.45,25.35,123.21000000000004,125.0,1.0,1357.0,50.1,12.94472581873572,0.0
4934,K,M,36.45,25.35,123.21000000000004,122.0,1.0,1344.0,45.3,11.592383853769991,0.0
4935,K,M,35.90414264698577,25.35,111.38992701292374,119.0,1.0,1484.0,41.7,11.782711348057884,0.0
4936,Z,L,36.45,25.35,123.21000000000004,117.0,1.0,1545.0,36.6,10.766755521706017,0.0
4937,Z,L,36.55,25.45,123.20999999999995,115.0,1.0,1462.0,45.1,12.554493526275705,0.0
4938,K,L,36.45,25.45,121.00000000000009,113.0,1.0,1370.0,52.4,13.668697638994669,0.0
4939,Z,H,36.35,25.45,118.81000000000004,108.0,1.0,1671.0,31.8,10.117631378522468,0.0
4940,S,L,36.55,25.55,120.99999999999993,106.0,1.0,1533.0,40.7,11.879874333587207,0.0
4941,S,L,36.65,25.55,123.20999999999995,104.0,1.0,1294.0,59.4,14.635110434120334,0.0
4942,Z,L,36.55,25.45,123.20999999999995,100.0,1.0,1724.0,26.4,8.665955826351865,0.0
4943,Z,M,36.65,25.55,123.20999999999995,139.0,1.0,1422.0,49.7,13.456473724295508,0.0
4944,S,H,36.55,25.55,120.99999999999993,95.0,1.0,1593.0,33.3,10.100323686214773,0.0
4945,K,L,36.75,25.55,125.43999999999998,142.0,1.0,1842.0,20.1,7.0495430312262,0.0
4946,T,M,37.05,25.75,127.68999999999994,147.0,1.0,1585.0,31.3,9.446020563594821,0.0
4947,S,H,37.05,25.85,125.4399999999999,185.0,1.0,1324.0,54.6,13.764356435643567,0.0
4948,S,L,37.15,25.85,127.68999999999994,183.0,1.0,1304.0,57.2,14.201980198019802,0.0
4949,T,L,37.25,25.95,127.69000000000001,181.0,1.0,1577.0,40.0,12.010662604722011,0.0
4950,S,M,37.25,25.95,127.69000000000001,178.0,1.0,1827.0,28.0,9.74028941355674,0.0
4951,Z,L,37.35,26.05,127.69000000000001,176.0,1.0,1505.0,46.1,13.210300837776085,0.0
4952,T,L,37.45,26.05,129.96000000000004,174.0,1.0,1628.0,35.9,11.128179741051028,0.0
4953,Z,L,37.55,26.15,129.95999999999998,172.0,1.0,1567.0,38.4,11.457121096725055,0.0
4954,K,L,37.55,26.05,132.24999999999991,170.0,1.0,1380.0,44.7,11.745239908606246,0.0
4955,K,L,37.35,25.95,129.96000000000004,168.0,1.0,1452.0,46.2,12.772734196496575,0.0
4956,S,H,37.25,25.85,129.95999999999998,163.0,1.0,1243.0,63.0,14.91031987814166,0.0
4957,S,L,37.25,25.85,129.95999999999998,161.0,1.0,1496.0,36.3,10.339832444782939,0.0
4958,T,L,37.35,25.85,132.25,159.0,1.0,1546.0,37.7,11.097524752475248,0.0
4959,K,L,37.25,25.95,127.69000000000001,157.0,1.0,1431.0,39.9,10.871458492003047,0.0
4960,K,L,37.15,25.85,127.68999999999994,155.0,1.0,1971.0,23.2,8.706626047220107,0.0
4961,Z,H,37.05,25.75,127.68999999999994,150.0,1.0,1704.0,30.7,9.96054836252856,0.0
4962,T,M,36.85,25.65,125.44000000000007,144.0,1.0,1434.0,53.0,14.471058644325971,0.0
4963,T,M,36.45,25.45,121.00000000000009,92.0,1.0,1483.0,44.8,12.65011424219345,0.0
4964,S,M,36.45,25.55,118.81000000000004,89.0,1.0,1566.0,38.1,11.360357958872811,0.0
4965,S,L,36.45,25.45,121.00000000000009,87.0,1.0,1428.0,43.5,11.827494287890328,0.0
4966,S,M,36.65,25.75,118.80999999999997,31.0,0.0,1448.0,44.8,12.35156130997715,0.0
4967,S,L,36.65,25.65,121.0,29.0,0.0,1881.0,21.7,7.771839299314546,0.0
4968,Z,L,36.75,25.75,121.0,27.0,0.0,1634.0,33.6,10.453617669459254,0.0
4969,T,L,36.65,25.75,118.80999999999997,25.0,0.0,1953.0,20.6,7.66028179741051,0.0
4970,T,L,36.75,25.85,118.80999999999997,23.0,0.0,1534.0,42.1,12.296534653465347,0.0
4971,T,L,36.75,25.85,118.80999999999997,21.0,0.0,1390.0,49.9,13.206587966488957,0.0
4972,T,M,36.75,25.85,118.80999999999997,18.0,0.0,1836.0,22.8,7.970449352627571,0.0
4973,S,M,36.75,25.75,121.0,15.0,0.0,1551.0,36.6,10.80856816450876,0.0
4974,S,L,36.75,25.85,118.80999999999997,13.0,0.0,1396.0,49.0,13.024371667936025,0.0
4975,T,L,36.65,25.75,118.80999999999997,11.0,0.0,1582.0,45.0,13.554836252856054,0.0
4976,K,L,36.55,25.55,120.99999999999993,9.0,0.0,1353.0,62.5,16.101009139375478,0.0
4977,Z,L,36.45,25.55,118.81000000000004,7.0,0.0,1450.0,44.3,12.23057882711348,0.0
4978,Z,L,36.55,25.55,120.99999999999993,5.0,0.0,1540.0,35.8,10.497334348819496,0.0
4979,S,M,36.55,25.55,120.99999999999993,2.0,0.0,1525.0,42.4,12.311500380807312,0.0
4980,T,M,36.65,25.65,121.0,34.0,0.0,1362.0,50.5,13.096153846153847,0.0
4981,Z,L,36.65,25.75,118.80999999999997,37.0,0.0,1160.6636775134648,63.4,14.011058102504506,0.0
4982,Z,M,36.55,25.75,116.63999999999994,39.0,0.0,1384.0,48.2,12.701599390708303,0.0
4983,S,L,36.75,25.75,121.0,42.0,0.0,1334.0,49.3,12.522124904798172,0.0
4984,Z,M,36.55,25.45,123.20999999999995,84.0,1.0,1502.0,39.4,11.267859862909367,0.0
4985,Z,L,36.55,25.55,120.99999999999993,82.0,1.0,1423.0,42.7,11.569325971058646,0.0
4986,S,M,36.75,25.75,121.0,79.0,1.0,1288.0,61.9,15.18035034272658,0.0
4987,S,L,36.85,25.75,123.21000000000004,77.0,1.0,1525.0,39.7,11.527513328255903,0.0
4988,T,L,36.85,25.85,121.0,75.0,1.0,1365.0,46.5,12.08539603960396,0.0
4989,S,L,36.85,25.75,123.21000000000004,73.0,1.0,1351.0,47.2,12.141507996953543,0.0
4990,T,M,36.85,25.85,121.0,70.0,1.0,1501.0,37.1,10.603027418126429,0.0
4991,K,L,37.55,25.75,139.23999999999992,209.0,2.0,1803.0,25.4,8.71976389946687,0.0
4992,T,H,36.75,25.75,121.0,65.0,1.0,1563.0,38.8,11.546915460776846,0.0
4993,S,M,36.85,25.75,123.21000000000004,60.0,0.0,1495.0,35.2,10.019801980198022,0.0
4994,Z,L,36.95,25.85,123.21000000000004,58.0,0.0,1719.0,27.3,8.935396039603962,0.0
4995,T,H,36.95,25.75,125.44000000000007,53.0,0.0,1530.0,38.3,11.157463823305406,0.0
4996,S,L,36.95,25.85,123.21000000000004,51.0,0.0,1776.0,25.7,8.69063214013709,0.0
4997,Z,L,36.85,25.75,123.21000000000004,49.0,0.0,1629.0,31.9,9.89434501142422,0.0
4998,S,M,36.85,25.75,123.21000000000004,46.0,0.0,1331.0,61.6,15.611119573495813,0.0
4999,Z,L,36.65,25.75,118.80999999999997,44.0,0.0,1336.0,50.3,12.795277989337396,0.0
5000,K,L,36.65,25.75,118.80999999999997,63.0,1.0,1450.0,43.1,11.89927646610815,0.0
5001,T,L,37.45,25.75,136.89000000000007,207.0,2.0,1464.0,46.4,12.934044173648132,0.0
5002,K,H,37.45,25.75,136.89000000000007,202.0,1.0,1294.0,55.8,13.748134044173648,0.0
5003,T,L,37.45,25.75,136.89000000000007,200.0,1.0,1384.0,52.8,13.913785224676314,0.0
5004,K,M,38.25,26.85,129.95999999999998,169.0,1.0,1445.0,41.2,11.335491241431837,0.0
5005,S,L,38.25,26.85,129.95999999999998,167.0,1.0,1371.0,52.3,13.652570449352629,0.0
5006,Z,H,38.35,26.85,132.25,162.0,1.0,1497.0,37.0,10.546268088347297,0.0
5007,S,L,38.35,26.85,132.25,160.0,1.0,1596.0,28.9,8.782254379284081,0.0
5008,K,H,38.35,26.95,129.96000000000004,155.0,1.0,1641.0,34.5,10.779607768469155,0.0
5009,Z,L,38.25,26.85,129.95999999999998,153.0,1.0,1522.0,45.7,13.243602437166794,0.0
5010,T,M,38.15,26.75,129.95999999999998,150.0,1.0,1745.0,26.3,8.738290175171363,0.0
5011,Z,L,38.05,26.65,129.95999999999998,148.0,1.0,1690.0,30.6,9.846534653465346,0.0
5012,S,H,38.05,26.65,129.95999999999998,143.0,1.0,1353.0,47.1,12.13372048743336,0.0
5013,K,L,38.05,26.65,129.95999999999998,141.0,1.0,1603.0,31.4,9.583815689261233,0.0
5014,Z,L,37.95,26.55,129.96000000000004,139.0,1.0,1644.0634978544485,33.2,10.392785249194153,0.0
5015,S,L,37.85,26.55,127.69000000000001,137.0,1.0,1472.0,40.9,11.463214013709063,0.0
5016,Z,L,38.05,26.65,129.95999999999998,135.0,1.0,1574.0,36.4,10.908910891089109,0.0
5017,Z,L,37.95,26.55,129.96000000000004,133.0,1.0,1574.0,35.0,10.489337395277989,0.0
5018,T,H,37.95,26.55,129.96000000000004,128.0,1.0,1714.0,30.2,9.855826351865955,0.0
5019,S,L,38.15,26.75,129.95999999999998,172.0,1.0,1564.0,40.0,11.911652703731912,0.0
5020,K,M,38.05,26.65,129.95999999999998,125.0,1.0,1618.0,30.3,9.334615384615384,0.0
5021,S,L,38.05,26.65,129.95999999999998,174.0,1.0,1439.0,44.9,12.302189642041126,0.0
5022,T,L,38.25,26.75,132.25,178.0,1.0,1560.0,35.4,10.514851485148515,0.0
5023,S,L,37.75,26.35,129.95999999999998,217.0,2.0,1622.0,33.6,10.376846915460778,0.0
5024,S,L,37.65,26.35,127.68999999999994,213.0,2.0,1426.0,45.7,12.40826351865956,0.0
5025,Z,L,37.75,26.45,127.69000000000001,211.0,2.0,1873.0,22.3,7.952760853008378,0.0
5026,Z,M,37.85,26.55,127.69000000000001,206.0,2.0,1630.0,29.8,9.248667174409748,0.0
5027,K,M,37.85,26.65,125.44000000000007,203.0,2.0,1620.0,37.2,11.474485910129475,0.0
5028,T,L,37.95,26.65,127.6900000000001,201.0,2.0,1983.0,21.0,7.928979436405179,0.0
5029,K,M,37.85,26.55,127.69000000000001,198.0,2.0,1530.0,38.8,11.303122619954301,0.0
5030,S,L,37.85,26.55,127.69000000000001,196.0,2.0,1448.0,46.3,12.765118050266564,0.0
5031,T,L,37.95,26.65,127.6900000000001,194.0,2.0,1827.0,25.4,8.835833968012185,0.0
5032,S,L,38.05,26.65,129.95999999999998,192.0,1.0,1554.0,41.0,12.131378522467632,0.0
5033,S,L,38.05,26.75,127.68999999999994,190.0,1.0,2144.0,17.7,7.225590251332825,0.0
5034,Z,L,38.05,26.75,127.68999999999994,188.0,1.0,1452.0,47.3,13.076846915460775,0.0
5035,K,M,38.05,26.65,129.95999999999998,185.0,1.0,1649.0,32.7,10.267003046458493,0.0
5036,Z,L,38.15,26.65,132.25,183.0,1.0,1835.0,23.7,8.280559786747906,0.0
5037,T,M,38.15,26.65,132.25,180.0,1.0,1616.0,42.3,13.015384615384614,0.0
5038,T,L,38.15,26.65,132.25,176.0,1.0,1352.0,52.1,13.41188118811881,0.0
5039,Z,H,37.85,26.55,127.69000000000001,120.0,1.0,1679.0,31.2,9.974257425742573,0.0
5040,Z,L,37.75,26.55,125.43999999999998,118.0,1.0,1400.0,40.8,10.875856816450874,0.0
5041,S,L,37.75,26.55,125.43999999999998,116.0,1.0,1498.0,46.9,13.377037319116527,0.0
5042,K,M,37.85,26.55,127.69000000000001,64.0,1.0,1474.0,39.7,11.142003046458493,0.0
5043,T,L,37.95,26.55,129.96000000000004,62.0,0.0,1554.0,36.3,10.74070830159939,0.0
5044,Z,L,38.05,26.65,129.95999999999998,60.0,0.0,1650.0,32.4,10.178979436405179,0.0
5045,K,L,38.05,26.75,127.68999999999994,58.0,0.0,1466.0,46.1,12.86797410510282,0.0
5046,S,M,38.25,26.85,129.95999999999998,55.0,0.0,1389.0,50.0,13.223533891850723,0.0
5047,K,H,38.15,26.85,127.68999999999994,50.0,0.0,1364.0,49.6,12.881645087585683,0.0
5048,S,H,38.15,26.95,125.43999999999998,45.0,0.0,1393.0,43.1,11.431511805026657,0.0
5049,Z,L,38.25,26.95,127.69000000000001,43.0,0.0,1520.0,39.2,11.345011424219347,0.0
5050,K,L,38.35,27.05,127.69000000000001,41.0,0.0,1629.0,31.3,9.708244478293985,0.0
5051,K,M,38.25,27.05,125.43999999999998,38.0,0.0,1650.0,33.8,10.618811881188117,0.0
5052,Z,L,38.35,27.15,125.44000000000007,36.0,0.0,1433.0,37.9,10.340955826351866,0.0
5053,S,L,38.35,27.15,125.44000000000007,34.0,0.0,1452.0,47.8,13.215079969535413,0.0
5054,Z,L,38.35,27.15,125.44000000000007,32.0,0.0,1568.0,41.0,12.24067022086824,0.0
5055,T,H,38.45,27.15,127.6900000000001,27.0,0.0,1591.2154583164229,36.8,11.149415244867548,0.0
5056,S,M,38.55,27.15,129.95999999999998,24.0,0.0,1533.0,46.4,13.543640517897943,0.0
5057,T,H,37.75,26.45,127.69000000000001,67.0,1.0,1600.0,32.4,9.87052551408987,0.0
5058,T,L,37.75,26.45,127.69000000000001,72.0,1.0,1356.0,54.9,14.174485910129473,0.0
5059,T,L,37.75,26.45,127.69000000000001,74.0,1.0,1571.0,38.2,11.426542269611577,0.0
5060,S,L,37.85,26.55,127.69000000000001,76.0,1.0,1658.0,28.0,8.839299314546839,0.0
5061,S,L,37.75,26.55,125.43999999999998,114.0,1.0,1644.0,30.9,9.672429550647372,0.0
5062,T,L,37.75,26.45,127.69000000000001,112.0,1.0,1283.0,52.4,12.8006854531607,0.0
5063,K,L,37.65,26.55,123.20999999999995,110.0,1.0,1393.0,52.1,13.818602437166794,0.0
5064,T,L,37.75,26.55,125.43999999999998,108.0,1.0,1507.0,42.4,12.166184310738766,0.0
5065,K,L,37.65,26.45,125.43999999999998,106.0,1.0,1438.0,45.7,12.512680883472964,0.0
5066,T,L,37.65,26.45,125.43999999999998,104.0,1.0,1472.0,40.9,11.463214013709063,0.0
5067,T,M,37.65,26.45,125.43999999999998,101.0,1.0,1424.0,41.3,11.197867479055597,0.0
5068,T,M,37.65,26.35,127.68999999999994,219.0,2.0,1492.0,45.7,12.982559025133284,0.0
5069,T,M,37.75,26.55,125.43999999999998,98.0,1.0,1427.0,50.4,13.693983244478295,0.0
5070,S,L,37.75,26.45,127.69000000000001,93.0,1.0,1447.0,41.0,11.296077684691546,0.0
5071,S,L,37.85,26.55,127.69000000000001,91.0,1.0,1533.0,31.8,9.282063975628333,0.0
5072,K,M,37.85,26.65,125.44000000000007,88.0,1.0,1685.0,32.1,10.298648134044173,0.0
5073,Z,M,37.95,26.65,127.6900000000001,85.0,1.0,1506.0,42.7,12.244135567402894,0.0
5074,Z,L,37.85,26.65,125.44000000000007,83.0,1.0,1530.286751476257,40.4,11.771436549817361,0.0
5075,T,M,37.95,26.65,127.6900000000001,80.0,1.0,1448.0,49.8,13.73008377760853,0.0
5076,T,L,37.75,26.55,125.43999999999998,78.0,1.0,1393.0,49.9,13.23509139375476,0.0
5077,T,M,37.65,26.45,125.43999999999998,95.0,1.0,1488.0,39.5,11.19116527037319,0.0
5078,T,L,36.95,25.75,125.44000000000007,190.0,2.0,1537.0,39.9,11.676751713632902,0.0
5079,K,M,37.65,26.25,129.95999999999998,222.0,2.0,1374.0,48.9,12.79295506473724,0.0
5080,T,M,37.85,26.25,134.56000000000003,2.0,0.0,1826.0,25.1,8.726694592536179,0.0
5081,T,H,37.45,25.95,132.25000000000009,136.0,1.0,1336.0,56.8,14.448743335872049,0.0
5082,K,L,37.35,25.95,129.96000000000004,134.0,1.0,1606.0,31.1,9.510015232292462,0.0
5083,S,M,37.35,25.95,129.96000000000004,131.0,1.0,1625.0,37.1,11.478960396039604,0.0
5084,S,L,37.35,26.05,127.69000000000001,129.0,1.0,1657.0,31.0,9.780464584920031,0.0
5085,Z,L,37.35,25.95,129.96000000000004,127.0,1.0,1565.0,36.1,10.757140137090632,0.0
5086,K,L,37.35,25.95,129.96000000000004,125.0,1.0,1981.0,21.2,7.996420411271896,0.0
5087,S,M,37.35,25.95,129.96000000000004,122.0,1.0,1394.0,45.2,11.997105864432598,0.0
5088,S,L,37.35,25.95,129.96000000000004,120.0,1.0,1524.0,39.8,11.548971820258949,0.0
5089,S,L,37.25,25.85,129.95999999999998,118.0,1.0,1456.0,44.1,12.225742574257426,0.0
5090,S,L,37.35,25.95,129.96000000000004,116.0,1.0,1713.0,28.0,9.132520944402133,0.0
5091,Z,L,37.25,25.95,127.69000000000001,114.0,1.0,1552.0,39.9,11.79070830159939,0.0
5092,Z,L,37.35,25.95,129.96000000000004,109.0,1.0,1512.0,38.8,11.17014470677837,0.0
5093,K,H,37.35,26.05,127.69000000000001,104.0,1.0,1369.0,54.5,14.20611195734958,0.0
5094,S,M,37.25,25.95,127.69000000000001,101.0,1.0,1689.0,29.7,9.551275704493525,0.0
5095,T,M,37.15,25.85,127.68999999999994,98.0,1.0,2099.0,20.0,7.993145468392993,0.0
5096,K,M,37.55,25.95,134.55999999999995,141.0,1.0,1587.0,34.2,10.334234577303885,0.0
5097,Z,L,37.35,25.95,129.96000000000004,96.0,1.0,1483.0,41.5,11.718297791317593,0.0
5098,S,L,37.55,26.05,132.24999999999991,144.0,1.0,1602.0,39.7,12.10955826351866,0.0
5099,K,H,37.55,26.05,132.24999999999991,148.0,1.0,1332.0,48.0,12.173648134044173,0.0
5100,T,M,37.55,25.85,136.8899999999999,197.0,1.0,1720.0,25.3,8.285605483625286,0.0
5101,S,L,37.45,25.85,134.56000000000003,195.0,1.0,1640.0,29.2,9.118050266565119,0.0
5102,K,L,37.55,25.95,134.55999999999995,192.0,1.0,1787.0,22.2,7.553579588728104,0.0
5103,K,L,37.55,25.85,136.8899999999999,190.0,1.0,1363.0,52.6,13.650761614623,0.0
5104,T,L,37.65,26.05,134.55999999999995,188.0,1.0,1309.0,51.1,12.736081492764663,0.0
5105,K,M,37.75,26.05,136.89,185.0,1.0,1517.0,38.4,11.09154607768469,0.0
5106,Z,H,37.75,26.15,134.56000000000003,180.0,1.0,1761.0,30.4,10.193145468392991,0.0
5107,K,M,37.75,26.15,134.56000000000003,177.0,1.0,1502.0,39.8,11.382254379284081,0.0
5108,S,L,37.65,26.15,132.25,175.0,1.0,1540.0,36.3,10.643945163747143,0.0
5109,K,L,37.55,26.05,132.24999999999991,173.0,1.0,1789.2510743152377,24.1,8.210386689070303,0.0
5110,S,H,37.55,26.05,132.24999999999991,168.0,1.0,1791.0,28.0,9.54836252856055,0.0
5111,T,M,37.55,26.05,132.24999999999991,165.0,1.0,1397.0,49.5,13.166698400609292,0.0
5112,Z,H,37.55,26.15,129.95999999999998,160.0,1.0,1704.0,30.6,9.92810357958873,0.0
5113,S,L,37.55,26.05,132.24999999999991,158.0,1.0,1921.0,23.9,8.741793602437166,0.0
5114,S,H,37.55,26.15,129.95999999999998,153.0,1.0,1434.0,48.4,13.215079969535413,0.0
5115,T,L,37.45,26.05,129.96000000000004,146.0,1.0,1471.0,38.4,10.755217060167556,0.0
5116,Z,L,37.35,25.95,129.96000000000004,94.0,1.0,1381.2999988710721,49.6,13.045026645850188,0.0
5117,Z,L,37.35,26.05,127.69000000000001,92.0,1.0,1519.0,45.3,13.101808834729626,0.0
5118,S,L,37.55,26.05,132.24999999999991,90.0,1.0,1796.0,26.0,8.891089108910892,0.0
5119,S,L,37.55,26.15,129.95999999999998,42.0,0.0,1370.0,61.9,16.1468012185834,0.0
5120,S,L,37.45,26.05,129.96000000000004,40.0,0.0,1437.0,43.1,11.792593297791319,0.0
5121,S,L,37.45,26.15,127.6900000000001,38.0,0.0,1391.0,45.8,12.130198019801979,0.0
5122,K,M,37.45,26.15,127.6900000000001,35.0,0.0,1548.0,33.5,9.873952779893374,0.0
5123,K,H,37.45,26.15,127.6900000000001,30.0,0.0,1329.0,48.9,12.373971820258948,0.0
5124,K,L,37.55,26.15,129.95999999999998,28.0,0.0,1675.0,33.3,10.620239908606244,0.0
5125,K,H,37.65,26.15,132.25,23.0,0.0,1636.0,29.4,9.158111195734957,0.0
5126,T,L,37.75,26.25,132.25,21.0,0.0,1391.0,46.9,12.421534653465347,0.0
5127,Z,L,37.65,26.15,132.25,19.0,0.0,1477.0,44.0,12.373952779893374,0.0
5128,Z,L,37.65,26.15,132.25,17.0,0.0,1535.0,42.6,12.4506854531607,0.0
5129,K,L,37.75,26.25,132.25,15.0,0.0,1483.0,43.5,12.283035034272658,0.0
5130,K,M,37.85,26.35,132.25,12.0,0.0,1446.0,47.3,13.022810357958873,0.0
5131,T,L,37.85,26.35,132.25,10.0,0.0,1751.0,27.8,9.268431073876618,0.0
5132,S,M,37.85,26.35,132.25,7.0,0.0,1473.0,40.1,11.246629855293222,0.0
5133,T,L,37.85,26.25,134.56000000000003,5.0,0.0,1669.0,32.4,10.296191926884996,0.0
5134,S,L,37.55,26.05,132.24999999999991,44.0,0.0,1577.0,37.1,11.139889565879665,0.0
5135,K,L,37.45,26.05,129.96000000000004,46.0,0.0,1485.0,37.8,10.687928408225437,0.0
5136,S,L,37.35,25.95,129.96000000000004,48.0,0.0,1504.0,34.3,9.822391469916221,0.0
5137,Z,M,37.25,25.85,129.95999999999998,50.0,0.0,1615.6067188308248,35.2,10.828133378302558,0.0
5138,T,L,37.55,26.15,129.95999999999998,88.0,1.0,1498.0,41.1,11.722734196496573,0.0
5139,S,M,37.55,26.15,129.95999999999998,85.0,1.0,1443.0,50.9,13.984900990099009,0.0
5140,S,L,37.55,26.15,129.95999999999998,83.0,1.0,1534.0,39.7,11.595544554455445,0.0
5141,K,M,37.55,26.05,132.24999999999991,80.0,1.0,1449.0,43.2,11.918659558263519,0.0
5142,T,L,37.55,26.05,132.24999999999991,78.0,1.0,1326.0,49.7,12.548019801980198,0.0
5143,T,L,37.45,26.05,129.96000000000004,76.0,1.0,1419.0,48.8,13.184920030464584,0.0
5144,Z,L,37.45,26.05,129.96000000000004,74.0,1.0,1736.0,26.9,8.89154607768469,0.0
5145,T,L,37.45,26.05,129.96000000000004,72.0,1.0,1739.0,27.4,9.072467631378522,0.0
5146,S,M,37.35,26.05,127.69000000000001,66.0,1.0,1524.0,51.4,14.915003808073113,0.0
5147,Z,L,37.45,26.05,129.96000000000004,64.0,0.0,1389.0,61.4,16.238499619192687,0.0
5148,K,L,37.45,26.05,129.96000000000004,62.0,0.0,1532.0,36.6,10.676161462300078,0.0
5149,K,L,37.45,26.05,129.96000000000004,60.0,0.0,1496.0,35.2,10.026504188880427,0.0
5150,Z,L,37.45,26.05,129.96000000000004,58.0,0.0,1329.0,54.9,13.892250571210965,0.0
5151,K,L,37.45,25.95,132.25000000000009,56.0,0.0,1755.0,27.9,9.323019801980198,0.0
5152,K,M,37.45,26.05,129.96000000000004,53.0,0.0,1428.0,43.0,11.691546077684691,0.0
5153,K,M,37.35,26.05,127.69000000000001,69.0,1.0,1422.0,49.3,13.348172124904796,0.0
5154,K,L,38.55,27.15,129.95999999999998,22.0,0.0,1827.0,27.0,9.392421934501142,0.0
5155,K,M,37.05,25.75,127.68999999999994,192.0,2.0,1501.0,48.7,13.918259710586442,0.0
5156,Z,M,36.95,25.65,127.6900000000001,198.0,2.0,1519.0,38.1,11.019402132520945,0.0
5157,S,L,35.45,24.45,121.00000000000009,93.0,1.0,1530.0,38.5,11.215727341964966,0.0
5158,T,L,35.55,24.45,123.20999999999995,91.0,1.0,1497.0,43.9,12.51300456968774,0.0
5159,S,M,35.55,24.55,120.99999999999993,88.0,1.0,1492.0,35.5,10.084920030464584,0.0
5160,S,M,35.45,24.55,118.81000000000004,85.0,1.0,1443.0,38.2,10.495544554455448,0.0
5161,S,L,35.45,24.45,121.00000000000009,83.0,1.0,1448.0,54.3,14.97075399847677,0.0
5162,Z,M,35.35,24.45,118.81000000000004,80.0,1.0,1596.0,36.6,11.122162985529323,0.0
5163,K,M,35.45,24.55,118.81000000000004,77.0,1.0,1397.1825472144758,48.6,12.928993106363961,0.0
5164,Z,L,35.55,24.55,120.99999999999993,75.0,1.0,1383.0,47.5,12.508092155369383,0.0
5165,S,L,35.35,24.45,118.81000000000004,73.0,1.0,1384.0,56.0,14.757044935262757,0.0
5166,Z,L,35.45,24.55,118.81000000000004,71.0,1.0,1572.0,35.9,10.745392231530845,0.0
5167,K,L,35.45,24.45,121.00000000000009,69.0,1.0,1459.0,39.7,11.028617669459255,0.0
5168,Z,L,35.35,24.45,118.81000000000004,67.0,1.0,1723.0,27.3,8.956188118811882,0.0
5169,K,L,35.25,24.35,118.80999999999997,65.0,1.0,1704.0,27.3,8.857425742574259,0.0
5170,Z,L,35.25,24.25,121.0,63.0,1.0,1484.9405803127272,43.2,12.214286570736828,0.0
5171,Z,L,35.25,24.35,118.80999999999997,61.0,1.0,1336.0,53.7,13.66016755521706,0.0
5172,S,M,35.35,24.35,121.0,95.0,1.0,1478.0,46.2,13.001447067783703,0.0
5173,K,L,35.25,24.25,121.0,59.0,0.0,1590.0,35.5,10.747334348819498,0.0
5174,Z,L,35.35,24.35,121.0,98.0,1.0,1328.0,61.8,15.626504188880425,0.0
5175,T,M,35.35,24.35,121.0,105.0,1.0,1564.0,35.0,10.422696115765422,0.0
5176,T,L,35.65,24.45,125.43999999999998,145.0,1.0,1407.0,42.5,11.385662604722011,0.0
5177,T,L,35.65,24.55,123.20999999999995,143.0,1.0,1365.0,50.6,13.150990099009901,0.0
5178,T,H,35.55,24.45,123.20999999999995,138.0,1.0,1355.0,58.9,15.196020563594821,0.0
5179,S,L,35.55,24.45,123.20999999999995,136.0,1.0,1671.0,29.4,9.354036557501903,0.0
5180,Z,L,35.55,24.45,123.20999999999995,134.0,1.0,1514.0,36.9,10.637204874333587,0.0
5181,Z,L,35.24986152509172,24.35,118.8069812661747,132.0,1.0,1643.0,33.8,10.573762376237623,0.0
